"category","cause","var","value","multiplier"
"risk","Liver Diseases","sex","Female",0.707
"risk","Liver Diseases","race","White",1.083
"risk","Liver Diseases","race","Black",0.662
"risk","Liver Diseases","race","Asian",0.308
"risk","Liver Diseases","race","Native American",2.85
"risk","Liver Diseases","race","Other",1
"risk","Liver Diseases","wbr","East Asia & Pacific",0.829
"risk","Liver Diseases","wbr","Europe & Central Asia",1.212
"risk","Liver Diseases","wbr","Latin America & Caribbean",1.124
"risk","Liver Diseases","wbr","Middle East & North Africa",1.013
"risk","Liver Diseases","wbr","North America",0.999
"risk","Liver Diseases","wbr","South Asia",0.963
"risk","Liver Diseases","wbr","Sub-Saharan Africa",0.86
"risk","Liver Diseases","inc","Poor",1.2
"risk","Liver Diseases","inc","Lower-middle",1.1
"risk","Liver Diseases","inc","Middle",1
"risk","Liver Diseases","inc","Upper-middle",0.9
"risk","Liver Diseases","inc","Rich",0.8
"risk","Liver Diseases","edu","No Formal Schooling",1.2
"risk","Liver Diseases","edu","Primary Education (Elementary School)",1.1
"risk","Liver Diseases","edu","Secondary Education (High School)",1
"risk","Liver Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"risk","Liver Diseases","edu","Master's degree",0.8
"risk","Liver Diseases","edu","Doctoral degree",0.7
"risk","Liver Diseases","hsd","0",1.42
"risk","Liver Diseases","hsd","1",1.36
"risk","Liver Diseases","hsd","2",1.3
"risk","Liver Diseases","hsd","3",1.24
"risk","Liver Diseases","hsd","4",1.18
"risk","Liver Diseases","hsd","5",1.12
"risk","Liver Diseases","hsd","6",1.06
"risk","Liver Diseases","hsd","7",1
"risk","Liver Diseases","hsd","8",1.1
"risk","Liver Diseases","hsd","9",1.3
"risk","Liver Diseases","hsd","10",1.5
"risk","Liver Diseases","hsd","11",1.7
"risk","Liver Diseases","hsd","12",1.9
"risk","Liver Diseases","hsd","13",2.1
"risk","Liver Diseases","hsd","14",2.3
"risk","Liver Diseases","hsd","15",2.5
"risk","Liver Diseases","hsd","16",2.7
"risk","Liver Diseases","hsd","17",2.7
"risk","Liver Diseases","hsd","18",2.7
"risk","Liver Diseases","hsd","19",2.7
"risk","Liver Diseases","hsd","20",2.7
"risk","Liver Diseases","hsd","21",2.7
"risk","Liver Diseases","hsd","22",2.7
"risk","Liver Diseases","hsd","23",2.7
"risk","Liver Diseases","hsd","24",2.7
"risk","Liver Diseases","sys","Normal (SBP <120 mmHG)",1
"risk","Liver Diseases","sys","Elevated (SBP 120-129 mmHG)",1.56
"risk","Liver Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",2.13
"risk","Liver Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.69
"risk","Liver Diseases","bmi","Underweight (<18.5)",1
"risk","Liver Diseases","bmi","Normal Weight (18.5-24.9)",1
"risk","Liver Diseases","bmi","Overweight (25-29.9)",1.16
"risk","Liver Diseases","bmi","Obese (>30)",1.69
"risk","Liver Diseases","hbp","Yes",1
"risk","Liver Diseases","hbp","No",1
"risk","Liver Diseases","hbc","Yes",1.1
"risk","Liver Diseases","hbc","No",1
"risk","Liver Diseases","cvd","Yes",1
"risk","Liver Diseases","cvd","No",1
"risk","Liver Diseases","copd","Yes",1
"risk","Liver Diseases","copd","No",1
"risk","Liver Diseases","dia","Yes",1
"risk","Liver Diseases","dia","No",1
"risk","Liver Diseases","dep","Yes",1
"risk","Liver Diseases","dep","No",1
"risk","Liver Diseases","can","Yes",4.7
"risk","Liver Diseases","can","No",1
"risk","Liver Diseases","alz","Yes",1
"risk","Liver Diseases","alz","No",1
"risk","Liver Diseases","fcvd","Yes",1
"risk","Liver Diseases","fcvd","No",1
"risk","Liver Diseases","fcopd","Yes",1
"risk","Liver Diseases","fcopd","No",1
"risk","Liver Diseases","fdia","Yes",1
"risk","Liver Diseases","fdia","No",1
"risk","Liver Diseases","fdep","Yes",1
"risk","Liver Diseases","fdep","No",1
"risk","Liver Diseases","fcan","Yes",1
"risk","Liver Diseases","fcan","No",1
"risk","Liver Diseases","falz","Yes",1
"risk","Liver Diseases","falz","No",1
"risk","Septicemia","sex","Male",1.113
"risk","Septicemia","sex","Female",0.918
"risk","Septicemia","race","White",0.959
"risk","Septicemia","race","Black",1.68
"risk","Septicemia","race","Asian",0.464
"risk","Septicemia","race","Native American",0.948
"risk","Septicemia","race","Other",1
"risk","Septicemia","wbr","East Asia & Pacific",1.5
"risk","Septicemia","wbr","Europe & Central Asia",1.5
"risk","Septicemia","wbr","Latin America & Caribbean",2
"risk","Septicemia","wbr","Middle East & North Africa",2
"risk","Septicemia","wbr","North America",1
"risk","Septicemia","wbr","South Asia",4
"risk","Septicemia","wbr","Sub-Saharan Africa",6
"risk","Septicemia","inc","Poor",2
"risk","Septicemia","inc","Lower-middle",1.5
"risk","Septicemia","inc","Middle",1
"risk","Septicemia","inc","Upper-middle",1
"risk","Septicemia","inc","Rich",1
"risk","Septicemia","edu","No Formal Schooling",2
"risk","Septicemia","edu","Primary Education (Elementary School)",2
"risk","Septicemia","edu","Secondary Education (High School)",1
"risk","Septicemia","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",2
"risk","Septicemia","edu","Master's degree",0.5
"risk","Septicemia","edu","Doctoral degree",0.5
"risk","Septicemia","hsd","0",1.42
"risk","Septicemia","hsd","1",1.36
"risk","Septicemia","hsd","2",1.3
"risk","Septicemia","hsd","3",1.24
"risk","Septicemia","hsd","4",1.18
"risk","Septicemia","hsd","5",1.12
"risk","Septicemia","hsd","6",1.06
"risk","Septicemia","hsd","7",1
"risk","Septicemia","hsd","8",1.1
"risk","Septicemia","hsd","9",1.3
"risk","Septicemia","hsd","10",1.5
"risk","Septicemia","hsd","11",1.7
"risk","Septicemia","hsd","12",1.9
"risk","Septicemia","hsd","13",2.1
"risk","Septicemia","hsd","14",2.3
"risk","Septicemia","hsd","15",2.5
"risk","Septicemia","hsd","16",2.7
"risk","Septicemia","hsd","17",2.7
"risk","Septicemia","hsd","18",2.7
"risk","Septicemia","hsd","19",2.7
"risk","Septicemia","hsd","20",2.7
"risk","Septicemia","hsd","21",2.7
"risk","Septicemia","hsd","22",2.7
"risk","Septicemia","hsd","23",2.7
"risk","Septicemia","hsd","24",2.7
"risk","Septicemia","sys","Normal (SBP <120 mmHG)",1
"risk","Septicemia","sys","Elevated (SBP 120-129 mmHG)",1
"risk","Septicemia","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"risk","Septicemia","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"risk","Septicemia","bmi","Underweight (<18.5)",1.56
"risk","Septicemia","bmi","Normal Weight (18.5-24.9)",1
"risk","Septicemia","bmi","Overweight (25-29.9)",1
"risk","Septicemia","bmi","Obese (>30)",1
"risk","Septicemia","hbp","Yes",1
"risk","Septicemia","hbp","No",1
"risk","Septicemia","hbc","Yes",1
"risk","Septicemia","hbc","No",1
"risk","Septicemia","cvd","Yes",1.4
"risk","Septicemia","cvd","No",1
"risk","Septicemia","copd","Yes",1.4
"risk","Septicemia","copd","No",1
"risk","Septicemia","dia","Yes",2.2
"risk","Septicemia","dia","No",1
"risk","Septicemia","dep","Yes",1.3
"risk","Septicemia","dep","No",1
"risk","Septicemia","can","Yes",1.5
"risk","Septicemia","can","No",1
"risk","Septicemia","alz","Yes",1.5
"risk","Septicemia","alz","No",1
"risk","Septicemia","fcvd","Yes",1
"risk","Septicemia","fcvd","No",1
"risk","Septicemia","fcopd","Yes",1
"risk","Septicemia","fcopd","No",1
"risk","Septicemia","fdia","Yes",1
"risk","Septicemia","fdia","No",1
"risk","Septicemia","fdep","Yes",1
"risk","Septicemia","fdep","No",1
"risk","Septicemia","fcan","Yes",1
"risk","Septicemia","fcan","No",1
"risk","Septicemia","falz","Yes",1
"risk","Septicemia","falz","No",1
"pop","Cardiovascular Diseases","sex","Male",1.219
"pop","Cardiovascular Diseases","sex","Female",0.816
"pop","Cardiovascular Diseases","race","White",0.98
"pop","Cardiovascular Diseases","race","Black",1.389
"pop","Cardiovascular Diseases","race","Asian",0.582
"pop","Cardiovascular Diseases","race","Native American",0.672
"pop","Cardiovascular Diseases","race","Other",1
"pop","Cardiovascular Diseases","wbr","East Asia & Pacific",1.189
"pop","Cardiovascular Diseases","wbr","Europe & Central Asia",1.888
"pop","Cardiovascular Diseases","wbr","Latin America & Caribbean",0.708
"pop","Cardiovascular Diseases","wbr","Middle East & North Africa",0.876
"pop","Cardiovascular Diseases","wbr","North America",1.181
"pop","Cardiovascular Diseases","wbr","South Asia",0.758
"pop","Cardiovascular Diseases","wbr","Sub-Saharan Africa",0.4
"pop","Cardiovascular Diseases","inc","Poor",1.42
"pop","Cardiovascular Diseases","inc","Lower-middle",1
"pop","Cardiovascular Diseases","inc","Middle",1
"pop","Cardiovascular Diseases","inc","Upper-middle",1
"pop","Cardiovascular Diseases","inc","Rich",1
"pop","Cardiovascular Diseases","edu","No Formal Schooling",1.42
"pop","Cardiovascular Diseases","edu","Primary Education (Elementary School)",1.42
"pop","Cardiovascular Diseases","edu","Secondary Education (High School)",1
"pop","Cardiovascular Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Cardiovascular Diseases","edu","Master's degree",1
"pop","Cardiovascular Diseases","edu","Doctoral degree",1
"pop","Cardiovascular Diseases","hsd","0",4.21
"pop","Cardiovascular Diseases","hsd","1",3.7
"pop","Cardiovascular Diseases","hsd","2",3.19
"pop","Cardiovascular Diseases","hsd","3",2.68
"pop","Cardiovascular Diseases","hsd","4",2.17
"pop","Cardiovascular Diseases","hsd","5",1.66
"pop","Cardiovascular Diseases","hsd","6",1.15
"pop","Cardiovascular Diseases","hsd","7",1
"pop","Cardiovascular Diseases","hsd","8",1.4
"pop","Cardiovascular Diseases","hsd","9",1.8
"pop","Cardiovascular Diseases","hsd","10",2.2
"pop","Cardiovascular Diseases","hsd","11",2.6
"pop","Cardiovascular Diseases","hsd","12",3
"pop","Cardiovascular Diseases","hsd","13",3.4
"pop","Cardiovascular Diseases","hsd","14",3.8
"pop","Cardiovascular Diseases","hsd","15",4.2
"pop","Cardiovascular Diseases","hsd","16",4.6
"pop","Cardiovascular Diseases","hsd","17",4.6
"pop","Cardiovascular Diseases","hsd","18",4.6
"pop","Cardiovascular Diseases","hsd","19",4.6
"pop","Cardiovascular Diseases","hsd","20",4.6
"pop","Cardiovascular Diseases","hsd","21",4.6
"pop","Cardiovascular Diseases","hsd","22",4.6
"pop","Cardiovascular Diseases","hsd","23",4.6
"pop","Cardiovascular Diseases","hsd","24",4.6
"pop","Cardiovascular Diseases","sys","Normal (SBP <120 mmHG)",1
"pop","Cardiovascular Diseases","sys","Elevated (SBP 120-129 mmHG)",1.16
"pop","Cardiovascular Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.34
"pop","Cardiovascular Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.56
"pop","Cardiovascular Diseases","bmi","Underweight (<18.5)",1.18
"pop","Cardiovascular Diseases","bmi","Normal Weight (18.5-24.9)",1
"pop","Cardiovascular Diseases","bmi","Overweight (25-29.9)",1.26
"pop","Cardiovascular Diseases","bmi","Obese (>30)",1.76
"pop","Cardiovascular Diseases","hbp","Yes",1
"pop","Cardiovascular Diseases","hbp","No",1
"pop","Cardiovascular Diseases","hbc","Yes",1.06
"pop","Cardiovascular Diseases","hbc","No",1
"pop","Cardiovascular Diseases","cvd","Yes",2.57
"pop","Cardiovascular Diseases","cvd","No",1
"pop","Cardiovascular Diseases","copd","Yes",4.98
"pop","Cardiovascular Diseases","copd","No",1
"pop","Cardiovascular Diseases","dia","Yes",2
"pop","Cardiovascular Diseases","dia","No",1
"pop","Cardiovascular Diseases","dep","Yes",1
"pop","Cardiovascular Diseases","dep","No",1
"pop","Cardiovascular Diseases","can","Yes",2.02
"pop","Cardiovascular Diseases","can","No",1
"pop","Cardiovascular Diseases","alz","Yes",1
"pop","Cardiovascular Diseases","alz","No",1
"pop","Cardiovascular Diseases","fcvd","Yes",2.5
"pop","Cardiovascular Diseases","fcvd","No",1
"pop","Cardiovascular Diseases","fcopd","Yes",1
"pop","Cardiovascular Diseases","fcopd","No",1
"pop","Cardiovascular Diseases","fdia","Yes",1
"pop","Cardiovascular Diseases","fdia","No",1
"pop","Cardiovascular Diseases","fdep","Yes",1
"pop","Cardiovascular Diseases","fdep","No",1
"pop","Cardiovascular Diseases","fcan","Yes",1
"pop","Cardiovascular Diseases","fcan","No",1
"pop","Cardiovascular Diseases","falz","Yes",1
"pop","Cardiovascular Diseases","falz","No",1
"pop","Coronary Heart Diseases","sex","Male",1.375
"pop","Coronary Heart Diseases","sex","Female",0.698
"pop","Coronary Heart Diseases","race","White",1.001
"pop","Coronary Heart Diseases","race","Black",1.233
"pop","Coronary Heart Diseases","race","Asian",0.596
"pop","Coronary Heart Diseases","race","Native American",0.941
"pop","Coronary Heart Diseases","race","Other",1
"pop","Coronary Heart Diseases","wbr","East Asia & Pacific",1.189
"pop","Coronary Heart Diseases","wbr","Europe & Central Asia",1.888
"pop","Coronary Heart Diseases","wbr","Latin America & Caribbean",0.708
"pop","Coronary Heart Diseases","wbr","Middle East & North Africa",0.876
"pop","Coronary Heart Diseases","wbr","North America",1.181
"pop","Coronary Heart Diseases","wbr","South Asia",0.758
"pop","Coronary Heart Diseases","wbr","Sub-Saharan Africa",0.4
"pop","Coronary Heart Diseases","inc","Poor",1.42
"pop","Coronary Heart Diseases","inc","Lower-middle",1
"pop","Coronary Heart Diseases","inc","Middle",1
"pop","Coronary Heart Diseases","inc","Upper-middle",1
"pop","Coronary Heart Diseases","inc","Rich",1
"pop","Coronary Heart Diseases","edu","No Formal Schooling",1.42
"pop","Coronary Heart Diseases","edu","Primary Education (Elementary School)",1.42
"pop","Coronary Heart Diseases","edu","Secondary Education (High School)",1
"pop","Coronary Heart Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Coronary Heart Diseases","edu","Master's degree",1
"pop","Coronary Heart Diseases","edu","Doctoral degree",1
"pop","Coronary Heart Diseases","hsd","0",1.42
"pop","Coronary Heart Diseases","hsd","1",1.36
"pop","Coronary Heart Diseases","hsd","2",1.3
"pop","Coronary Heart Diseases","hsd","3",1.24
"pop","Coronary Heart Diseases","hsd","4",1.18
"pop","Coronary Heart Diseases","hsd","5",1.12
"pop","Coronary Heart Diseases","hsd","6",1.06
"pop","Coronary Heart Diseases","hsd","7",1
"pop","Coronary Heart Diseases","hsd","8",1.1
"pop","Coronary Heart Diseases","hsd","9",1.3
"pop","Coronary Heart Diseases","hsd","10",1.5
"pop","Coronary Heart Diseases","hsd","11",1.7
"pop","Coronary Heart Diseases","hsd","12",1.9
"pop","Coronary Heart Diseases","hsd","13",2.1
"pop","Coronary Heart Diseases","hsd","14",2.3
"pop","Coronary Heart Diseases","hsd","15",2.5
"pop","Coronary Heart Diseases","hsd","16",2.7
"pop","Coronary Heart Diseases","hsd","17",2.7
"pop","Coronary Heart Diseases","hsd","18",2.7
"pop","Coronary Heart Diseases","hsd","19",2.7
"pop","Coronary Heart Diseases","hsd","20",2.7
"pop","Coronary Heart Diseases","hsd","21",2.7
"pop","Coronary Heart Diseases","hsd","22",2.7
"pop","Coronary Heart Diseases","hsd","23",2.7
"pop","Coronary Heart Diseases","hsd","24",2.7
"pop","Coronary Heart Diseases","sys","Normal (SBP <120 mmHG)",1
"pop","Coronary Heart Diseases","sys","Elevated (SBP 120-129 mmHG)",1.16
"pop","Coronary Heart Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.34
"pop","Coronary Heart Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.56
"pop","Coronary Heart Diseases","bmi","Underweight (<18.5)",1.18
"pop","Coronary Heart Diseases","bmi","Normal Weight (18.5-24.9)",1
"pop","Coronary Heart Diseases","bmi","Overweight (25-29.9)",1.26
"pop","Coronary Heart Diseases","bmi","Obese (>30)",1.76
"pop","Coronary Heart Diseases","hbp","Yes",1
"pop","Coronary Heart Diseases","hbp","No",1
"pop","Coronary Heart Diseases","hbc","Yes",1.06
"pop","Coronary Heart Diseases","hbc","No",1
"pop","Coronary Heart Diseases","cvd","Yes",2.57
"pop","Coronary Heart Diseases","cvd","No",1
"pop","Coronary Heart Diseases","copd","Yes",4.98
"pop","Coronary Heart Diseases","copd","No",1
"pop","Coronary Heart Diseases","dia","Yes",2
"pop","Coronary Heart Diseases","dia","No",1
"pop","Coronary Heart Diseases","dep","Yes",1
"pop","Coronary Heart Diseases","dep","No",1
"pop","Coronary Heart Diseases","can","Yes",2.02
"pop","Coronary Heart Diseases","can","No",1
"pop","Coronary Heart Diseases","alz","Yes",1
"pop","Coronary Heart Diseases","alz","No",1
"pop","Coronary Heart Diseases","fcvd","Yes",2.5
"pop","Coronary Heart Diseases","fcvd","No",1
"pop","Coronary Heart Diseases","fcopd","Yes",1
"pop","Coronary Heart Diseases","fcopd","No",1
"pop","Coronary Heart Diseases","fdia","Yes",1
"pop","Coronary Heart Diseases","fdia","No",1
"pop","Coronary Heart Diseases","fdep","Yes",1
"pop","Coronary Heart Diseases","fdep","No",1
"pop","Coronary Heart Diseases","fcan","Yes",1
"pop","Coronary Heart Diseases","fcan","No",1
"pop","Coronary Heart Diseases","falz","Yes",1
"pop","Coronary Heart Diseases","falz","No",1
"pop","Stroke","sex","Male",1.026
"pop","Stroke","sex","Female",0.964
"pop","Stroke","race","White",0.964
"pop","Stroke","race","Black",1.441
"pop","Stroke","race","Asian",0.809
"pop","Stroke","race","Native American",0.67
"pop","Stroke","race","Other",1
"pop","Stroke","wbr","East Asia & Pacific",1.189
"pop","Stroke","wbr","Europe & Central Asia",1.888
"pop","Stroke","wbr","Latin America & Caribbean",0.708
"pop","Stroke","wbr","Middle East & North Africa",0.876
"pop","Stroke","wbr","North America",1.181
"pop","Stroke","wbr","South Asia",0.758
"pop","Stroke","wbr","Sub-Saharan Africa",0.4
"pop","Stroke","inc","Poor",1.42
"pop","Stroke","inc","Lower-middle",1
"pop","Stroke","inc","Middle",1
"pop","Stroke","inc","Upper-middle",1
"pop","Stroke","inc","Rich",1
"pop","Stroke","edu","No Formal Schooling",1.42
"pop","Stroke","edu","Primary Education (Elementary School)",1.42
"pop","Stroke","edu","Secondary Education (High School)",1
"pop","Stroke","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Stroke","edu","Master's degree",1
"pop","Stroke","edu","Doctoral degree",1
"pop","Stroke","hsd","0",0.65
"pop","Stroke","hsd","1",2.2
"pop","Stroke","hsd","2",2
"pop","Stroke","hsd","3",1.8
"pop","Stroke","hsd","4",1.6
"pop","Stroke","hsd","5",1.4
"pop","Stroke","hsd","6",1.2
"pop","Stroke","hsd","7",1
"pop","Stroke","hsd","8",1.07
"pop","Stroke","hsd","9",1.14
"pop","Stroke","hsd","10",1.21
"pop","Stroke","hsd","11",1.28
"pop","Stroke","hsd","12",1.35
"pop","Stroke","hsd","13",1.42
"pop","Stroke","hsd","14",1.49
"pop","Stroke","hsd","15",1.56
"pop","Stroke","hsd","16",1.63
"pop","Stroke","hsd","17",1.63
"pop","Stroke","hsd","18",1.63
"pop","Stroke","hsd","19",1.63
"pop","Stroke","hsd","20",1.63
"pop","Stroke","hsd","21",1.63
"pop","Stroke","hsd","22",1.63
"pop","Stroke","hsd","23",1.63
"pop","Stroke","hsd","24",1.63
"pop","Stroke","sys","Normal (SBP <120 mmHG)",1
"pop","Stroke","sys","Elevated (SBP 120-129 mmHG)",1.3
"pop","Stroke","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.7
"pop","Stroke","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.21
"pop","Stroke","bmi","Underweight (<18.5)",1.18
"pop","Stroke","bmi","Normal Weight (18.5-24.9)",1
"pop","Stroke","bmi","Overweight (25-29.9)",1.5
"pop","Stroke","bmi","Obese (>30)",2
"pop","Stroke","hbp","Yes",1
"pop","Stroke","hbp","No",1
"pop","Stroke","hbc","Yes",1.08
